,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:02:00,4.133333333333334,9.911111111111111,-19.533333333333335,-13.377777777777778,10.422222222222222,-2.422222222222222,0.7333333333333333,-4.2,-28.022222222222222,2.0444444444444443,-12.0,-21.57777777777778
2020-09-23 16:03:00,4.155555555555556,10.022222222222222,-19.622222222222224,-13.377777777777778,10.422222222222222,-2.4444444444444446,0.7333333333333333,-4.4,-28.22222222222222,2.0444444444444443,-11.911111111111111,-21.711111111111112
2020-09-23 16:04:00,4.177777777777778,10.088888888888889,-19.733333333333334,-13.422222222222222,10.444444444444445,-2.422222222222222,0.6888888888888889,-4.5777777777777775,-28.4,2.022222222222222,-11.844444444444445,-21.822222222222223
2020-09-23 16:05:00,4.177777777777778,10.11111111111111,-19.844444444444445,-13.444444444444445,10.488888888888889,-2.3777777777777778,0.6666666666666666,-4.733333333333333,-28.622222222222224,1.9777777777777779,-11.822222222222223,-21.955555555555556
2020-09-23 16:06:00,4.133333333333334,10.11111111111111,-19.933333333333334,-13.422222222222222,10.533333333333333,-2.3333333333333335,0.6444444444444445,-4.866666666666666,-28.844444444444445,1.8888888888888888,-11.8,-22.08888888888889
2020-09-23 16:07:00,4.066666666666666,10.066666666666666,-19.977777777777778,-13.355555555555556,10.555555555555555,-2.311111111111111,0.6222222222222222,-4.977777777777778,-29.066666666666666,1.8222222222222222,-11.8,-22.2
2020-09-23 16:08:00,4.044444444444444,10.022222222222222,-20.044444444444444,-13.28888888888889,10.555555555555555,-2.2444444444444445,0.6,-5.088888888888889,-29.31111111111111,1.7333333333333334,-11.822222222222223,-22.266666666666666
2020-09-23 16:09:00,4.0,9.977777777777778,-20.133333333333333,-13.177777777777777,10.555555555555555,-2.1333333333333333,0.6,-5.222222222222222,-29.555555555555557,1.6222222222222222,-11.844444444444445,-22.377777777777776
2020-09-23 16:10:00,3.911111111111111,9.911111111111111,-20.177777777777777,-13.088888888888889,10.577777777777778,-2.0,0.5555555555555556,-5.355555555555555,-29.755555555555556,1.488888888888889,-11.844444444444445,-22.488888888888887
2020-09-23 16:11:00,3.8222222222222224,9.844444444444445,-20.22222222222222,-13.0,10.6,-1.8666666666666667,0.5111111111111111,-5.511111111111111,-29.91111111111111,1.3555555555555556,-11.866666666666667,-22.6
2020-09-23 16:12:00,3.7777777777777777,9.733333333333333,-20.266666666666666,-12.88888888888889,10.622222222222222,-1.7555555555555555,0.4888888888888889,-5.688888888888889,-30.044444444444444,1.2222222222222223,-11.866666666666667,-22.68888888888889
2020-09-23 16:13:00,3.7111111111111112,9.6,-20.288888888888888,-12.8,10.622222222222222,-1.6222222222222222,0.5111111111111111,-5.844444444444444,-30.177777777777777,1.1333333333333333,-11.911111111111111,-22.733333333333334
2020-09-23 16:14:00,3.6444444444444444,9.466666666666667,-20.31111111111111,-12.71111111111111,10.6,-1.4666666666666666,0.5333333333333333,-5.977777777777778,-30.31111111111111,1.0888888888888888,-11.911111111111111,-22.755555555555556
2020-09-23 16:15:00,3.6,9.311111111111112,-20.31111111111111,-12.644444444444444,10.533333333333333,-1.3111111111111111,0.5555555555555556,-6.066666666666666,-30.466666666666665,1.0444444444444445,-11.955555555555556,-22.77777777777778
2020-09-23 16:16:00,3.5555555555555554,9.155555555555555,-20.266666666666666,-12.577777777777778,10.466666666666667,-1.1555555555555554,0.6,-6.111111111111111,-30.57777777777778,1.0,-11.955555555555556,-22.77777777777778
2020-09-23 16:17:00,3.511111111111111,9.022222222222222,-20.22222222222222,-12.555555555555555,10.444444444444445,-1.0,0.6222222222222222,-6.177777777777778,-30.733333333333334,0.9333333333333333,-11.977777777777778,-22.733333333333334
2020-09-23 16:18:00,3.488888888888889,8.866666666666667,-20.2,-12.533333333333333,10.4,-0.8222222222222222,0.6888888888888889,-6.2444444444444445,-30.844444444444445,0.8666666666666667,-12.0,-22.666666666666668
2020-09-23 16:19:00,3.466666666666667,8.755555555555556,-20.177777777777777,-12.466666666666667,10.377777777777778,-0.6222222222222222,0.7333333333333333,-6.288888888888889,-30.977777777777778,0.8444444444444444,-11.977777777777778,-22.644444444444446
2020-09-23 16:20:00,3.4,8.622222222222222,-20.155555555555555,-12.377777777777778,10.355555555555556,-0.4,0.8222222222222222,-6.355555555555555,-31.08888888888889,0.8,-12.0,-22.57777777777778
2020-09-23 16:21:00,3.3555555555555556,8.488888888888889,-20.177777777777777,-12.244444444444444,10.377777777777778,-0.13333333333333333,0.9333333333333333,-6.4222222222222225,-31.22222222222222,0.7111111111111111,-12.0,-22.533333333333335
2020-09-23 16:22:00,3.311111111111111,8.333333333333334,-20.2,-12.155555555555555,10.377777777777778,0.08888888888888889,1.0444444444444445,-6.444444444444445,-31.377777777777776,0.5777777777777777,-11.955555555555556,-22.533333333333335
2020-09-23 16:23:00,3.2222222222222223,8.155555555555555,-20.244444444444444,-12.066666666666666,10.377777777777778,0.28888888888888886,1.1555555555555554,-6.466666666666667,-31.511111111111113,0.4666666666666667,-11.88888888888889,-22.511111111111113
2020-09-23 16:24:00,3.1555555555555554,7.977777777777778,-20.266666666666666,-12.0,10.377777777777778,0.5111111111111111,1.2666666666666666,-6.488888888888889,-31.644444444444446,0.35555555555555557,-11.866666666666667,-22.444444444444443
2020-09-23 16:25:00,3.111111111111111,7.8,-20.288888888888888,-11.977777777777778,10.355555555555556,0.7111111111111111,1.4222222222222223,-6.533333333333333,-31.733333333333334,0.24444444444444444,-11.844444444444445,-22.4
2020-09-23 16:26:00,3.0444444444444443,7.622222222222222,-20.31111111111111,-11.933333333333334,10.355555555555556,0.8666666666666667,1.5777777777777777,-6.555555555555555,-31.844444444444445,0.17777777777777778,-11.822222222222223,-22.355555555555554
2020-09-23 16:27:00,2.9555555555555557,7.466666666666667,-20.288888888888888,-11.911111111111111,10.377777777777778,1.0222222222222221,1.7555555555555555,-6.6,-31.955555555555556,0.15555555555555556,-11.8,-22.31111111111111
2020-09-23 16:28:00,2.8222222222222224,7.288888888888889,-20.266666666666666,-11.911111111111111,10.422222222222222,1.2222222222222223,1.9555555555555555,-6.666666666666667,-32.111111111111114,0.17777777777777778,-11.822222222222223,-22.266666666666666
2020-09-23 16:29:00,2.7333333333333334,7.111111111111111,-20.266666666666666,-11.911111111111111,10.511111111111111,1.4444444444444444,2.1555555555555554,-6.733333333333333,-32.266666666666666,0.17777777777777778,-11.88888888888889,-22.177777777777777
2020-09-23 16:30:00,2.6444444444444444,6.955555555555556,-20.266666666666666,-11.955555555555556,10.577777777777778,1.6888888888888889,2.3555555555555556,-6.8,-32.44444444444444,0.2,-11.977777777777778,-22.08888888888889
2020-09-23 16:31:00,2.577777777777778,6.7555555555555555,-20.244444444444444,-12.0,10.644444444444444,1.9111111111111112,2.5555555555555554,-6.866666666666666,-32.577777777777776,0.2,-12.022222222222222,-21.977777777777778
2020-09-23 16:32:00,2.488888888888889,6.533333333333333,-20.2,-12.088888888888889,10.71111111111111,2.088888888888889,2.7111111111111112,-6.911111111111111,-32.71111111111111,0.15555555555555556,-12.066666666666666,-21.822222222222223
2020-09-23 16:33:00,2.3777777777777778,6.311111111111111,-20.155555555555555,-12.133333333333333,10.733333333333333,2.2444444444444445,2.8444444444444446,-6.955555555555556,-32.8,0.13333333333333333,-12.088888888888889,-21.644444444444446
2020-09-23 16:34:00,2.2888888888888888,6.111111111111111,-20.11111111111111,-12.155555555555555,10.755555555555556,2.3555555555555556,2.9555555555555557,-7.044444444444444,-32.93333333333333,0.13333333333333333,-12.133333333333333,-21.511111111111113
2020-09-23 16:35:00,2.2222222222222223,5.911111111111111,-20.066666666666666,-12.2,10.733333333333333,2.4444444444444446,3.022222222222222,-7.133333333333334,-33.06666666666667,0.1111111111111111,-12.155555555555555,-21.4
2020-09-23 16:36:00,2.1777777777777776,5.711111111111111,-20.022222222222222,-12.244444444444444,10.733333333333333,2.533333333333333,3.111111111111111,-7.222222222222222,-33.17777777777778,0.044444444444444446,-12.155555555555555,-21.31111111111111
2020-09-23 16:37:00,2.1333333333333333,5.488888888888889,-19.977777777777778,-12.311111111111112,10.733333333333333,2.6,3.2,-7.311111111111111,-33.266666666666666,-0.044444444444444446,-12.155555555555555,-21.22222222222222
2020-09-23 16:38:00,2.1333333333333333,5.266666666666667,-19.933333333333334,-12.333333333333334,10.688888888888888,2.688888888888889,3.3333333333333335,-7.444444444444445,-33.31111111111111,-0.1111111111111111,-12.155555555555555,-21.155555555555555
2020-09-23 16:39:00,2.1333333333333333,5.0,-19.88888888888889,-12.355555555555556,10.666666666666666,2.8222222222222224,3.466666666666667,-7.533333333333333,-33.333333333333336,-0.17777777777777778,-12.2,-21.044444444444444
2020-09-23 16:40:00,2.111111111111111,4.711111111111111,-19.844444444444445,-12.4,10.644444444444444,2.9555555555555557,3.6,-7.622222222222222,-33.333333333333336,-0.24444444444444444,-12.222222222222221,-20.933333333333334
2020-09-23 16:41:00,2.088888888888889,4.4222222222222225,-19.77777777777778,-12.422222222222222,10.644444444444444,3.088888888888889,3.7333333333333334,-7.711111111111111,-33.333333333333336,-0.28888888888888886,-12.244444444444444,-20.822222222222223
2020-09-23 16:42:00,2.088888888888889,4.111111111111111,-19.733333333333334,-12.444444444444445,10.644444444444444,3.2444444444444445,3.888888888888889,-7.7555555555555555,-33.355555555555554,-0.3111111111111111,-12.244444444444444,-20.666666666666668
2020-09-23 16:43:00,2.111111111111111,3.8222222222222224,-19.68888888888889,-12.488888888888889,10.666666666666666,3.3777777777777778,4.044444444444444,-7.844444444444444,-33.37777777777778,-0.3333333333333333,-12.222222222222221,-20.488888888888887
2020-09-23 16:44:00,2.1777777777777776,3.5555555555555554,-19.666666666666668,-12.533333333333333,10.688888888888888,3.533333333333333,4.222222222222222,-7.955555555555556,-33.422222222222224,-0.3333333333333333,-12.155555555555555,-20.31111111111111
2020-09-23 16:45:00,2.2444444444444445,3.2444444444444445,-19.622222222222224,-12.6,10.71111111111111,3.6666666666666665,4.4,-8.088888888888889,-33.44444444444444,-0.3333333333333333,-12.088888888888889,-20.133333333333333
2020-09-23 16:46:00,2.311111111111111,2.977777777777778,-19.57777777777778,-12.644444444444444,10.733333333333333,3.7555555555555555,4.6,-8.2,-33.46666666666667,-0.3333333333333333,-12.0,-19.91111111111111
2020-09-23 16:47:00,2.4,2.7333333333333334,-19.533333333333335,-12.666666666666666,10.733333333333333,3.8444444444444446,4.8,-8.266666666666667,-33.53333333333333,-0.37777777777777777,-11.88888888888889,-19.733333333333334
2020-09-23 16:48:00,2.4444444444444446,2.511111111111111,-19.511111111111113,-12.71111111111111,10.733333333333333,3.888888888888889,4.955555555555556,-8.355555555555556,-33.62222222222222,-0.4222222222222222,-11.777777777777779,-19.555555555555557
2020-09-23 16:49:00,2.4444444444444446,2.2888888888888888,-19.511111111111113,-12.755555555555556,10.71111111111111,3.933333333333333,5.111111111111111,-8.466666666666667,-33.733333333333334,-0.4444444444444444,-11.644444444444444,-19.355555555555554
2020-09-23 16:50:00,2.422222222222222,2.066666666666667,-19.488888888888887,-12.8,10.688888888888888,4.0,5.222222222222222,-8.6,-33.8,-0.4444444444444444,-11.466666666666667,-19.155555555555555
2020-09-23 16:51:00,2.422222222222222,1.8222222222222222,-19.488888888888887,-12.866666666666667,10.688888888888888,4.066666666666666,5.333333333333333,-8.755555555555556,-33.888888888888886,-0.4,-11.28888888888889,-18.977777777777778
2020-09-23 16:52:00,2.4444444444444446,1.6222222222222222,-19.533333333333335,-12.977777777777778,10.71111111111111,4.155555555555556,5.444444444444445,-8.911111111111111,-33.955555555555556,-0.37777777777777777,-11.11111111111111,-18.8
2020-09-23 16:53:00,2.4444444444444446,1.4444444444444444,-19.57777777777778,-13.088888888888889,10.777777777777779,4.222222222222222,5.5777777777777775,-9.022222222222222,-34.022222222222226,-0.3333333333333333,-10.955555555555556,-18.622222222222224
2020-09-23 16:54:00,2.488888888888889,1.2444444444444445,-19.622222222222224,-13.2,10.822222222222223,4.266666666666667,5.666666666666667,-9.133333333333333,-34.13333333333333,-0.26666666666666666,-10.8,-18.4
2020-09-23 16:55:00,2.533333333333333,1.0666666666666667,-19.68888888888889,-13.266666666666667,10.88888888888889,4.311111111111111,5.7555555555555555,-9.266666666666667,-34.28888888888889,-0.17777777777777778,-10.666666666666666,-18.2
2020-09-23 16:56:00,2.6,0.8666666666666667,-19.755555555555556,-13.311111111111112,10.955555555555556,4.355555555555555,5.844444444444444,-9.4,-34.46666666666667,-0.06666666666666667,-10.488888888888889,-17.977777777777778
2020-09-23 16:57:00,2.6444444444444444,0.6888888888888889,-19.844444444444445,-13.4,11.0,4.444444444444445,5.888888888888889,-9.533333333333333,-34.62222222222222,0.0,-10.333333333333334,-17.755555555555556
2020-09-23 16:58:00,2.7111111111111112,0.4888888888888889,-19.955555555555556,-13.511111111111111,11.088888888888889,4.511111111111111,5.911111111111111,-9.688888888888888,-34.77777777777778,0.044444444444444446,-10.155555555555555,-17.533333333333335
2020-09-23 16:59:00,2.8,0.3111111111111111,-20.08888888888889,-13.644444444444444,11.177777777777777,4.5777777777777775,5.955555555555556,-9.866666666666667,-34.888888888888886,0.044444444444444446,-10.022222222222222,-17.31111111111111
2020-09-23 17:00:00,2.8444444444444446,0.15555555555555556,-20.22222222222222,-13.755555555555556,11.311111111111112,4.688888888888889,6.0,-10.044444444444444,-34.977777777777774,0.06666666666666667,-9.88888888888889,-17.066666666666666
2020-09-23 17:01:00,2.888888888888889,0.0,-20.355555555555554,-13.822222222222223,11.4,4.8,6.022222222222222,-10.222222222222221,-35.06666666666667,0.08888888888888889,-9.777777777777779,-16.844444444444445
2020-09-23 17:02:00,2.911111111111111,-0.17777777777777778,-20.533333333333335,-13.866666666666667,11.466666666666667,4.955555555555556,6.066666666666666,-10.4,-35.15555555555556,0.13333333333333333,-9.644444444444444,-16.622222222222224
2020-09-23 17:03:00,2.933333333333333,-0.3333333333333333,-20.68888888888889,-13.933333333333334,11.555555555555555,5.088888888888889,6.088888888888889,-10.555555555555555,-35.266666666666666,0.15555555555555556,-9.511111111111111,-16.4
2020-09-23 17:04:00,2.933333333333333,-0.4888888888888889,-20.822222222222223,-14.0,11.622222222222222,5.177777777777778,6.155555555555556,-10.71111111111111,-35.355555555555554,0.17777777777777778,-9.377777777777778,-16.177777777777777
2020-09-23 17:05:00,2.9555555555555557,-0.6222222222222222,-20.933333333333334,-14.066666666666666,11.666666666666666,5.2444444444444445,6.222222222222222,-10.88888888888889,-35.46666666666667,0.24444444444444444,-9.222222222222221,-15.977777777777778
2020-09-23 17:06:00,2.977777777777778,-0.7555555555555555,-21.044444444444444,-14.155555555555555,11.666666666666666,5.266666666666667,6.311111111111111,-11.044444444444444,-35.577777777777776,0.3111111111111111,-9.066666666666666,-15.777777777777779
2020-09-23 17:07:00,2.977777777777778,-0.9111111111111111,-21.2,-14.2,11.688888888888888,5.333333333333333,6.377777777777778,-11.244444444444444,-35.644444444444446,0.4,-8.955555555555556,-15.533333333333333
2020-09-23 17:08:00,3.022222222222222,-1.0444444444444445,-21.31111111111111,-14.2,11.733333333333333,5.4,6.466666666666667,-11.466666666666667,-35.733333333333334,0.4888888888888889,-8.88888888888889,-15.311111111111112
2020-09-23 17:09:00,3.088888888888889,-1.2,-21.4,-14.177777777777777,11.755555555555556,5.444444444444445,6.533333333333333,-11.733333333333333,-35.82222222222222,0.6,-8.8,-15.11111111111111
2020-09-23 17:10:00,3.1555555555555554,-1.3777777777777778,-21.466666666666665,-14.155555555555555,11.8,5.511111111111111,6.555555555555555,-11.977777777777778,-35.93333333333333,0.7555555555555555,-8.71111111111111,-14.88888888888889
2020-09-23 17:11:00,3.2222222222222223,-1.511111111111111,-21.533333333333335,-14.133333333333333,11.866666666666667,5.5777777777777775,6.5777777777777775,-12.266666666666667,-36.022222222222226,0.8888888888888888,-8.622222222222222,-14.688888888888888
2020-09-23 17:12:00,3.3333333333333335,-1.6666666666666667,-21.622222222222224,-14.11111111111111,11.88888888888889,5.622222222222222,6.5777777777777775,-12.555555555555555,-36.08888888888889,0.9777777777777777,-8.577777777777778,-14.488888888888889
2020-09-23 17:13:00,3.488888888888889,-1.8222222222222222,-21.666666666666668,-14.044444444444444,11.88888888888889,5.622222222222222,6.5777777777777775,-12.822222222222223,-36.111111111111114,1.0444444444444445,-8.533333333333333,-14.244444444444444
2020-09-23 17:14:00,3.6,-1.9555555555555555,-21.68888888888889,-13.977777777777778,11.866666666666667,5.622222222222222,6.555555555555555,-13.066666666666666,-36.15555555555556,1.1333333333333333,-8.444444444444445,-14.044444444444444
2020-09-23 17:15:00,3.688888888888889,-2.111111111111111,-21.755555555555556,-13.866666666666667,11.866666666666667,5.6,6.511111111111111,-13.28888888888889,-36.15555555555556,1.2,-8.333333333333334,-13.822222222222223
2020-09-23 17:16:00,3.7555555555555555,-2.2222222222222223,-21.822222222222223,-13.71111111111111,11.911111111111111,5.555555555555555,6.4222222222222225,-13.488888888888889,-36.17777777777778,1.288888888888889,-8.244444444444444,-13.577777777777778
2020-09-23 17:17:00,3.8444444444444446,-2.2888888888888888,-21.88888888888889,-13.555555555555555,11.977777777777778,5.555555555555555,6.377777777777778,-13.688888888888888,-36.17777777777778,1.4,-8.155555555555555,-13.333333333333334
2020-09-23 17:18:00,3.911111111111111,-2.3555555555555556,-22.0,-13.4,12.088888888888889,5.555555555555555,6.311111111111111,-13.866666666666667,-36.17777777777778,1.488888888888889,-8.088888888888889,-13.133333333333333
2020-09-23 17:19:00,3.9555555555555557,-2.466666666666667,-22.08888888888889,-13.28888888888889,12.244444444444444,5.555555555555555,6.2444444444444445,-14.022222222222222,-36.17777777777778,1.5555555555555556,-8.0,-12.88888888888889
2020-09-23 17:20:00,3.977777777777778,-2.577777777777778,-22.22222222222222,-13.2,12.4,5.533333333333333,6.2,-14.177777777777777,-36.13333333333333,1.6444444444444444,-7.955555555555556,-12.644444444444444
2020-09-23 17:21:00,3.977777777777778,-2.6444444444444444,-22.31111111111111,-13.11111111111111,12.555555555555555,5.511111111111111,6.155555555555556,-14.333333333333334,-36.06666666666667,1.7555555555555555,-7.955555555555556,-12.422222222222222
2020-09-23 17:22:00,4.0,-2.688888888888889,-22.444444444444443,-13.0,12.71111111111111,5.488888888888889,6.111111111111111,-14.488888888888889,-36.044444444444444,1.9111111111111112,-7.933333333333334,-12.222222222222221
2020-09-23 17:23:00,4.0,-2.7111111111111112,-22.57777777777778,-12.933333333333334,12.866666666666667,5.488888888888889,6.066666666666666,-14.6,-36.022222222222226,2.0444444444444443,-7.911111111111111,-12.022222222222222
2020-09-23 17:24:00,4.0,-2.7333333333333334,-22.733333333333334,-12.844444444444445,13.0,5.488888888888889,6.022222222222222,-14.71111111111111,-36.022222222222226,2.2222222222222223,-7.844444444444444,-11.866666666666667
2020-09-23 17:25:00,4.022222222222222,-2.7333333333333334,-22.866666666666667,-12.733333333333333,13.155555555555555,5.511111111111111,5.955555555555556,-14.8,-36.044444444444444,2.4444444444444446,-7.777777777777778,-11.688888888888888
2020-09-23 17:26:00,4.044444444444444,-2.7555555555555555,-23.0,-12.622222222222222,13.311111111111112,5.511111111111111,5.844444444444444,-14.866666666666667,-36.044444444444444,2.6666666666666665,-7.688888888888889,-11.555555555555555
2020-09-23 17:27:00,4.044444444444444,-2.7555555555555555,-23.08888888888889,-12.533333333333333,13.444444444444445,5.488888888888889,5.733333333333333,-14.955555555555556,-36.022222222222226,2.888888888888889,-7.6,-11.466666666666667
2020-09-23 17:28:00,4.066666666666666,-2.7555555555555555,-23.133333333333333,-12.466666666666667,13.577777777777778,5.511111111111111,5.622222222222222,-15.044444444444444,-35.977777777777774,3.111111111111111,-7.511111111111111,-11.4
2020-09-23 17:29:00,4.088888888888889,-2.8,-23.155555555555555,-12.4,13.733333333333333,5.511111111111111,5.511111111111111,-15.11111111111111,-35.93333333333333,3.311111111111111,-7.4222222222222225,-11.333333333333334
2020-09-23 17:30:00,4.111111111111111,-2.8222222222222224,-23.177777777777777,-12.355555555555556,13.866666666666667,5.511111111111111,5.377777777777778,-15.2,-35.91111111111111,3.5555555555555554,-7.311111111111111,-11.28888888888889
2020-09-23 17:31:00,4.155555555555556,-2.8666666666666667,-23.2,-12.311111111111112,13.955555555555556,5.511111111111111,5.2444444444444445,-15.333333333333334,-35.91111111111111,3.8,-7.2444444444444445,-11.244444444444444
2020-09-23 17:32:00,4.2,-2.911111111111111,-23.244444444444444,-12.28888888888889,14.044444444444444,5.511111111111111,5.133333333333334,-15.466666666666667,-35.86666666666667,4.088888888888889,-7.177777777777778,-11.177777777777777
2020-09-23 17:33:00,4.2444444444444445,-3.0,-23.288888888888888,-12.266666666666667,14.155555555555555,5.511111111111111,5.044444444444444,-15.6,-35.82222222222222,4.355555555555555,-7.111111111111111,-11.11111111111111
2020-09-23 17:34:00,4.288888888888889,-3.088888888888889,-23.31111111111111,-12.222222222222221,14.28888888888889,5.488888888888889,4.955555555555556,-15.71111111111111,-35.8,4.5777777777777775,-7.066666666666666,-11.044444444444444
2020-09-23 17:35:00,4.333333333333333,-3.1777777777777776,-23.31111111111111,-12.177777777777777,14.422222222222222,5.466666666666667,4.866666666666666,-15.822222222222223,-35.77777777777778,4.8,-7.022222222222222,-10.977777777777778
2020-09-23 17:36:00,4.377777777777778,-3.2222222222222223,-23.31111111111111,-12.155555555555555,14.533333333333333,5.444444444444445,4.777777777777778,-15.911111111111111,-35.733333333333334,4.977777777777778,-6.977777777777778,-10.911111111111111
2020-09-23 17:37:00,4.377777777777778,-3.311111111111111,-23.266666666666666,-12.11111111111111,14.666666666666666,5.4,4.666666666666667,-15.977777777777778,-35.68888888888889,5.155555555555556,-6.911111111111111,-10.88888888888889
2020-09-23 17:38:00,4.4,-3.422222222222222,-23.177777777777777,-12.066666666666666,14.8,5.377777777777778,4.533333333333333,-16.044444444444444,-35.644444444444446,5.333333333333333,-6.822222222222222,-10.866666666666667
2020-09-23 17:39:00,4.4222222222222225,-3.511111111111111,-23.08888888888889,-12.022222222222222,14.955555555555556,5.355555555555555,4.444444444444445,-16.08888888888889,-35.577777777777776,5.466666666666667,-6.7555555555555555,-10.844444444444445
2020-09-23 17:40:00,4.466666666666667,-3.6222222222222222,-23.0,-12.022222222222222,15.066666666666666,5.288888888888889,4.355555555555555,-16.133333333333333,-35.46666666666667,5.6,-6.644444444444445,-10.844444444444445
2020-09-23 17:41:00,4.488888888888889,-3.7333333333333334,-22.91111111111111,-12.0,15.155555555555555,5.177777777777778,4.311111111111111,-16.177777777777777,-35.355555555555554,5.733333333333333,-6.5777777777777775,-10.844444444444445
2020-09-23 17:42:00,4.511111111111111,-3.8666666666666667,-22.8,-11.955555555555556,15.222222222222221,5.022222222222222,4.311111111111111,-16.22222222222222,-35.266666666666666,5.888888888888889,-6.511111111111111,-10.844444444444445
2020-09-23 17:43:00,4.511111111111111,-3.9555555555555557,-22.711111111111112,-11.88888888888889,15.266666666666667,4.888888888888889,4.311111111111111,-16.22222222222222,-35.17777777777778,6.044444444444444,-6.4222222222222225,-10.844444444444445
2020-09-23 17:44:00,4.511111111111111,-4.044444444444444,-22.622222222222224,-11.844444444444445,15.311111111111112,4.777777777777778,4.266666666666667,-16.2,-35.111111111111114,6.222222222222222,-6.288888888888889,-10.844444444444445
2020-09-23 17:45:00,4.511111111111111,-4.177777777777778,-22.511111111111113,-11.8,15.333333333333334,4.622222222222222,4.2444444444444445,-16.22222222222222,-35.022222222222226,6.355555555555555,-6.155555555555556,-10.844444444444445
2020-09-23 17:46:00,4.511111111111111,-4.311111111111111,-22.42222222222222,-11.755555555555556,15.377777777777778,4.488888888888889,4.222222222222222,-16.266666666666666,-34.977777777777774,6.488888888888889,-6.0,-10.822222222222223
2020-09-23 17:47:00,4.533333333333333,-4.444444444444445,-22.288888888888888,-11.71111111111111,15.4,4.355555555555555,4.2,-16.333333333333332,-34.93333333333333,6.6,-5.866666666666666,-10.8
2020-09-23 17:48:00,4.533333333333333,-4.5777777777777775,-22.177777777777777,-11.644444444444444,15.377777777777778,4.222222222222222,4.2,-16.42222222222222,-34.86666666666667,6.733333333333333,-5.733333333333333,-10.755555555555556
2020-09-23 17:49:00,4.5777777777777775,-4.711111111111111,-22.066666666666666,-11.6,15.377777777777778,4.088888888888889,4.155555555555556,-16.533333333333335,-34.82222222222222,6.822222222222222,-5.6,-10.666666666666666
2020-09-23 17:50:00,4.644444444444445,-4.844444444444444,-21.955555555555556,-11.533333333333333,15.355555555555556,3.933333333333333,4.066666666666666,-16.6,-34.733333333333334,6.911111111111111,-5.466666666666667,-10.555555555555555
2020-09-23 17:51:00,4.711111111111111,-4.977777777777778,-21.822222222222223,-11.488888888888889,15.333333333333334,3.7777777777777777,3.977777777777778,-16.68888888888889,-34.62222222222222,7.044444444444444,-5.333333333333333,-10.422222222222222
2020-09-23 17:52:00,4.8,-5.088888888888889,-21.68888888888889,-11.466666666666667,15.28888888888889,3.6222222222222222,3.888888888888889,-16.77777777777778,-34.51111111111111,7.155555555555556,-5.2,-10.311111111111112
2020-09-23 17:53:00,4.888888888888889,-5.2,-21.6,-11.488888888888889,15.244444444444444,3.466666666666667,3.8,-16.88888888888889,-34.37777777777778,7.2444444444444445,-5.022222222222222,-10.222222222222221
2020-09-23 17:54:00,4.955555555555556,-5.288888888888889,-21.533333333333335,-11.533333333333333,15.222222222222221,3.2888888888888888,3.7555555555555555,-16.977777777777778,-34.22222222222222,7.333333333333333,-4.866666666666666,-10.133333333333333
2020-09-23 17:55:00,5.022222222222222,-5.4,-21.488888888888887,-11.577777777777778,15.222222222222221,3.066666666666667,3.7333333333333334,-17.044444444444444,-34.08888888888889,7.377777777777778,-4.711111111111111,-10.066666666666666
2020-09-23 17:56:00,5.088888888888889,-5.511111111111111,-21.42222222222222,-11.622222222222222,15.177777777777777,2.8666666666666667,3.7111111111111112,-17.11111111111111,-33.977777777777774,7.4222222222222225,-4.5777777777777775,-10.0
2020-09-23 17:57:00,5.111111111111111,-5.5777777777777775,-21.333333333333332,-11.622222222222222,15.133333333333333,2.7111111111111112,3.7111111111111112,-17.155555555555555,-33.888888888888886,7.466666666666667,-4.4,-9.955555555555556
2020-09-23 17:58:00,5.088888888888889,-5.6,-21.266666666666666,-11.666666666666666,15.133333333333333,2.6,3.688888888888889,-17.22222222222222,-33.82222222222222,7.511111111111111,-4.2,-9.955555555555556
2020-09-23 17:59:00,5.111111111111111,-5.644444444444445,-21.177777777777777,-11.666666666666666,15.11111111111111,2.511111111111111,3.6444444444444444,-17.31111111111111,-33.75555555555555,7.5777777777777775,-4.044444444444444,-9.955555555555556
2020-09-23 18:00:00,5.111111111111111,-5.688888888888889,-21.08888888888889,-11.666666666666666,15.044444444444444,2.4444444444444446,3.6444444444444444,-17.444444444444443,-33.71111111111111,7.622222222222222,-3.911111111111111,-10.0
2020-09-23 18:01:00,5.133333333333334,-5.733333333333333,-20.977777777777778,-11.688888888888888,14.977777777777778,2.3777777777777778,3.6666666666666665,-17.6,-33.666666666666664,7.666666666666667,-3.8,-10.066666666666666
2020-09-23 18:02:00,5.177777777777778,-5.822222222222222,-20.866666666666667,-11.666666666666666,14.911111111111111,2.2666666666666666,3.6666666666666665,-17.755555555555556,-33.644444444444446,7.733333333333333,-3.688888888888889,-10.155555555555555
2020-09-23 18:03:00,5.266666666666667,-5.866666666666666,-20.755555555555556,-11.644444444444444,14.8,2.1333333333333333,3.7111111111111112,-17.88888888888889,-33.666666666666664,7.822222222222222,-3.577777777777778,-10.244444444444444
2020-09-23 18:04:00,5.355555555555555,-5.866666666666666,-20.68888888888889,-11.622222222222222,14.688888888888888,2.0,3.8,-18.044444444444444,-33.68888888888889,7.911111111111111,-3.488888888888889,-10.377777777777778
